ticker,input_ric,instrument_id,organization_id,historical_rics,historical_ric_count,identity_change_flag,delisted_flag,legacy_ticker_flag,likely_corporate_action_flag,treatment,notes
MS,MS,8590935312.0,,MWD.N;MS.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
MSFT,MSFT.O,8590921450.0,,MSFT.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
MSI,MSI,8590929095.0,,MOT.N;MSI.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
MTB,MTB,8590935817.0,,MTB.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
MTD,MTD,8590931163.0,,MTD.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
MU,MU.O,8590931992.0,,MU.N;MU.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
MYL,MYL.TH^L08,8590922168.0,,MYL.N;MYL.OQ,2,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
NAVI,NAVI.O,21540287800.0,,NAVIV.OQ;NAVI.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
NBL,NBL.PH^B09,8590935692.0,,NBL.N,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
NCLH,NCLH.K,21475872704.0,,NCLH.OQ;NCLH.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
NDAQ,NDAQ.O,8590921690.0,,NDAQ.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NEE,NEE,8590924291.0,,FPL.N;NEE.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
NEM,NEM,8590922510.0,,NEM.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NFLX,NFLX.O,8590938832.0,,NFLX.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NFX,NFX,18040307257.0,,,0,False,False,False,False,KEEP_HISTORICAL_ENTITY,
NI,NI,8590928932.0,,NI.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NKE,NKE,8590932796.0,,NKE.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NLSN,NLSN.W^E14,21475753402.0,,NLSN.N,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
NOC,NOC,8590933517.0,,NOC.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NOV,NOV,8590927855.0,,NOI.N;NOV.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
NRG,NRG,8590931331.0,,NRG.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NSC,NSC,8590927195.0,,NSC.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NTAP,NTAP.O,8590920723.0,,NTAP.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NTRS,NTRS.O,8590932587.0,,NTRS.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NUE,NUE,8590935235.0,,NUE.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NVDA,NVDA.O,8590928394.0,,NVDA.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
NWL,NWL.O,8590932835.0,,NWL.N;NWL.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
NWSA,NWSA.O,21525175303.0,,NWSAV.OQ;NWSA.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
O,O,8590924656.0,,O.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
OKE,OKE,8590930424.0,,OKE.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
OMC,OMC,8590940410.0,,OMC.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
ORCL,ORCL.K,8590938374.0,,ORCL.OQ;ORCL.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
ORLY,ORLY.O,8590933183.0,,ORLY.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
OXY,OXY,8590927335.0,,OXY.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PAYX,PAYX.O,8590941323.0,,PAYX.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PBCT,PBCT.B^J07,8590924026.0,,PBCT.OQ;PBCTD.OQ,2,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
PCAR,PCAR.O,8590924989.0,,PCAR.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PCG,PCG,8590924051.0,,PCG.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PDCO,PDCO.B^J07,8590930385.0,,PDCO.OQ,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
PEG,PEG,8590926535.0,,PEG.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PEP,PEP.O,8590928762.0,,PEP.N;PEP.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
PFE,PFE,8590930286.0,,PFE.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PFG,PFG.O,8590933117.0,,PFG.N;PFG.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
PG,PG,8590931320.0,,PG.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PGR,PGR,8590920444.0,,PGR.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PH,PH,8590931166.0,,PH.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PHM,PHM,8590937252.0,,PHM.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PKG,PKG,8590923198.0,,PKG.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PKI,PKI.B^J07,8590922597.0,,PKI.N,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
PLD,PLD,8590939273.0,,AMB.N;PLD.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
PM,PM,8590930498.0,,PM_w.N;PM.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
PNC,PNC,8590929038.0,,PNC.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PNR,PNR,8590941696.0,,PNR.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PNW,PNW,8590925741.0,,PNW.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PPG,PPG,8590924975.0,,PPG.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PPL,PPL,8590926958.0,,PPL.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PRGO,PRGO.K,8590940661.0,,PRGO.OQ;PRGO.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
PRU,PRU,8590942593.0,,PRU.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PSA,PSA,8590934842.0,,PSA.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PSX,PSX,21482736192.0,,PSX_w.N;PSX.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
PVH,PVH,8590932836.0,,PVH.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PWR,PWR,8590925009.0,,PWR.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
PXD,PXD.PH^B09,8590932340.0,,PXD.N,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
PYPL,PYPL.O,21566817961.0,,PYPLV.OQ;PYPL.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
QCOM,QCOM.O,8590935666.0,,QCOM.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
QRVO,QRVO.O,21556717214.0,,QRVO.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
RCL,RCL,8590922816.0,,RCL.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
RE,0RCK8,21836432616.0,,,0,False,False,False,False,KEEP_HISTORICAL_ENTITY,
REG,REG.O,8590926381.0,,REG.N;REG.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
REGN,REGN.O,8590920640.0,,REGN.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
RF,RF,8590941068.0,,RF.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
RHI,RHI,8590932982.0,,RHI.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
RHT,RHT.PH^B09,8590940721.0,,RHAT.OQ;RHT.N,2,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
RJF,RJF,8590930708.0,,RJF.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
RL,RL,8590936518.0,,RL.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
RMD,RMD,8590931698.0,,RMD.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
ROK,ROK,8590919968.0,,ROK.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
ROP,ROP.O,8590937317.0,,ROP.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
ROST,ROST.O,8590925980.0,,ROST.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
RRC,RRC,8590932753.0,,RRC.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
RSG,RSG,8590925540.0,,RSG.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
RTN,RTN.B^J07,8590939194.0,,RTN.N,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
SBAC,SBAC.O,8590922606.0,,SBAC.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SBUX,SBUX.O,8590938069.0,,SBUX.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SCG,SCG.W^E14,8590934742.0,,SCG.N;SCG.N^A19,2,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
SCHW,SCHW.K,8590924373.0,,SCH.N;SCHW.OQ;SCHW.N,3,True,False,False,True,KEEP_HISTORICAL_ENTITY,
SEE,SEE.PH^B09,8590941861.0,,SEE.N,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
SHW,SHW,8590932892.0,,SHW.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SIG,SIG,8591044710.0,,SIG.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SJM,SJM,8590943672.0,,SJM.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SLB,SLB,8590933613.0,,SLB.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SLG,SLG,8590931377.0,,SLG.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SNA,SNA,8590922491.0,,SNA.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SNPS,SNPS.O,8590929840.0,,SNPS.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SO,SO,8590940729.0,,SO.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SPG,SPG,8590927880.0,,SPG.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SPGI,SPGI.K,8590939251.0,,MHP.N;MHFI.N;SPGI.N,3,True,False,False,True,KEEP_HISTORICAL_ENTITY,
SPX,SPOc1,21825775016.0,,,0,False,False,False,False,KEEP_HISTORICAL_ENTITY,
SRCL,SRCL.B^J07,8590925461.0,,SRCL.OQ,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
SRE,SRE,8590938545.0,,SRE.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
STI,STI.O,25727198769.0,,,0,False,False,False,False,KEEP_HISTORICAL_ENTITY,
STT,STT,8590941028.0,,STT.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
STX,STX.O,8590926246.0,,STX.N;STX.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
STZ,STZ,8590919702.0,,STZ.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SWK,SWK,8590927364.0,,SWK.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SWKS,SWKS.O,8590932592.0,,SWKS.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SYF,SYF,21538651599.0,,IPO-SYF.N;SYF.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
SYK,SYK,8590926401.0,,SYK.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
SYMC,SYMC.B^J07,8590930721.0,,SYMC.OQ,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
SYY,SYY,8590924738.0,,SYY.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
T,T,8590932179.0,,SBC.N;T.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
TAP,TAP,8590937839.0,,RKY.N;TAP.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
TDG,TDG,8590921529.0,,TDG.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
TEL,TEL,8590932496.0,,TEL_w.N;TEL.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
TGT,TGT,8590929360.0,,TGT.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
TIF,TIF.PH^B09,8590935543.0,,TIF.N,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
TJX,TJX,8590942093.0,,TJX.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
TMO,TMO,8590930410.0,,TMO.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
TPR,TPR,8590943083.0,,COH.N;TPR.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
TRIP,TRIP.O,21480769555.0,,TRIPV.OQ;TRIP.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
TROW,TROW.O,8590935685.0,,TROW.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
TRV,TRV,8590924671.0,,SPC.N;STA.N;TRV.N,3,True,False,False,True,KEEP_HISTORICAL_ENTITY,
TSCO,TSCO.O,8590942415.0,,TSCO.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
TSN,TSN,8590934007.0,,TSN.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
TSS,TSS.W^E14,8590937359.0,,TSS.N,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
TWX,TWX.N^F18,8590933762.0,,AOL.N;TWX.N;TWX.N^F18,3,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
TXN,TXN.O,8590922112.0,,TXN.N;TXN.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
TXT,TXT,8590941964.0,,TXT.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
UAA,UAA,8590940860.0,,UARM.OQ;UA.N;UAA.N,3,True,False,False,True,KEEP_HISTORICAL_ENTITY,
UAL,UAL.O,8590939195.0,,UAUA.OQ;UAL.N;UAL.OQ,3,True,False,False,True,KEEP_HISTORICAL_ENTITY,
UDR,UDR,8590930393.0,,UDR.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
UHS,UHS,8590931138.0,,UHS.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
ULTA,ULTA.O,8590932624.0,,ULTA.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
UNH,UNH,8590935024.0,,UNH.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
UNM,UNM,8590930318.0,,UNM.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
UNP,UNP,8590921514.0,,UNP.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
UPS,UPS,8590921622.0,,UPS.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
URI,URI,8590923970.0,,URI.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
USB,USB,8590928078.0,,USB.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
UTX,UTX.PH^B09,8590939759.0,,UTX.N,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
V,V,8590943063.0,,V.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
VAR,VAR.B^J07,8590932311.0,,VAR.N,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
VFC,VFC,8590920893.0,,VFC.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
VIAB,VIAB.W^E14,8590934020.0,,VIAb.N;VIAB.OQ,2,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
VLO,VLO,8590919682.0,,VLO.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
VMC,VMC,8590928988.0,,VMC.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
VNO,VNO,8590938465.0,,VNO.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
VRSK,VRSK.O,8591030300.0,,VRSK.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
VRSN,VRSN.O,8590921133.0,,VRSN.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
VRTX,VRTX.O,8590933066.0,,VRTX.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
VTR,VTR,8590922811.0,,VTR.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
VZ,VZ,8590940502.0,,VZ.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
WAT,WAT,8590937760.0,,WAT.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
WBA,WBA.AX^B20,8590937051.0,,WBA.AX,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
WDC,WDC.O,8590932469.0,,WDC.N;WDC.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
WEC,WEC,8590923883.0,,WEC.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
WELL,WELL.K,8590934009.0,,HCN.N;WELL.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
WFC,WFC,8590931104.0,,WFC.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
WHR,WHR,8590937793.0,,WHR.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
WLTW,WTW.O,8590928578.0,,WSH.N;WLTW.OQ,2,True,False,True,True,KEEP_HISTORICAL_ENTITY,Legacy ticker reconciled to current/historical LSEG entity
WM,WM,8590938963.0,,WMI.N;WM.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
WMB,WMB,8590930677.0,,WMB.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
WMT,WMT.O,8590938702.0,,WMT.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
WRK,01WRKH3^1,,,,0,True,True,False,True,UNRESOLVED,Expired/delisted or historical RIC detected; retain historical entity for sample validation
WU,WU,8590964879.0,,WU_w.N;WU.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
WY,WY,8590920223.0,,WY.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
WYND,WYNDZ3^1,,,,0,True,True,False,True,UNRESOLVED,Expired/delisted or historical RIC detected; retain historical entity for sample validation
WYNN,WYNN.O,8590943508.0,,WYNN.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
XEC,XEC.W^E14,8590935140.0,,XEC.N,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
XEL,XEL.O,8590928639.0,,XEL.N;XEL.OQ,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
XL,0#XLW+,,,,0,False,False,False,False,UNRESOLVED,
XLNX,XLNX.B^J07,8590940285.0,,XLNX.OQ,1,True,True,False,True,KEEP_HISTORICAL_ENTITY,Expired/delisted or historical RIC detected; retain historical entity for sample validation
XOM,XOM,8590941523.0,,XOM.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
XRAY,XRAY.O,8590934327.0,,XRAY.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
XRX,XRX.O,8590925276.0,,XRX.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
XYL,XYL,21476038965.0,,XYL_w.N;XYL.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
YUM,YUM,8590922371.0,,YUM.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
ZBH,ZBH,8590937417.0,,ZMH.N;ZBH.N,2,True,False,False,True,KEEP_HISTORICAL_ENTITY,
ZION,ZION.O,8590938964.0,,ZION.OQ,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
ZTS,ZTS,21509987551.0,,ZTS.N,1,True,False,False,False,KEEP_HISTORICAL_ENTITY,
